trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2208,False,"{'a': 0.1, 'e': 0.10979890347177339}",25,11,-13.594600820109223,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
2209,False,"{'a': 0.1, 'e': 0.10968910456830162}",20,7,-19.674658233605918,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
2210,False,"{'a': 0.1, 'e': 0.10957941546373332}",25,7,35.390653546536385,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2211,False,"{'a': 0.1, 'e': 0.10946983604826958}",20,9,-4.269089143315152,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
2212,False,"{'a': 0.1, 'e': 0.10936036621222131}",20,12,14.126887012754555,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2213,False,"{'a': 0.1, 'e': 0.1092510058460091}",20,12,12.658870856136865,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2214,False,"{'a': 0.1, 'e': 0.10914175484016309}",20,10,16.276420707861813,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2215,False,"{'a': 0.1, 'e': 0.10903261308532292}",20,0,30.278283447462236,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2216,False,"{'a': 0.1, 'e': 0.1089235804722376}",25,10,30.00554458479197,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2217,False,"{'a': 0.1, 'e': 0.10881465689176535}",25,16,5.951298774544993,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
2218,False,"{'a': 0.1, 'e': 0.10870584223487359}",20,11,-24.439050046800233,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
2219,False,"{'a': 0.1, 'e': 0.10859713639263872}",20,11,16.565508513474708,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2220,False,"{'a': 0.1, 'e': 0.10848853925624607}",20,6,26.262084504225225,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2221,False,"{'a': 0.1, 'e': 0.10838005071698983}",20,8,20.758088549181526,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2222,False,"{'a': 0.1, 'e': 0.10827167066627284}",20,7,18.61305271278438,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
2223,False,"{'a': 0.1, 'e': 0.10816339899560658}",20,15,11.212478532911808,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2224,False,"{'a': 0.1, 'e': 0.10805523559661097}",25,11,16.65025687641056,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2225,False,"{'a': 0.1, 'e': 0.10794718036101435}",35,20,18.918022918778245,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2226,False,"{'a': 0.1, 'e': 0.10783923318065333}",25,8,-9.911409553688973,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
2227,False,"{'a': 0.1, 'e': 0.10773139394747269}",25,7,32.22284755838915,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2228,False,"{'a': 0.1, 'e': 0.1076236625535252}",20,12,16.7367069699676,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2229,False,"{'a': 0.1, 'e': 0.1075160388909717}",25,17,16.931598312625383,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2230,False,"{'a': 0.1, 'e': 0.10740852285208072}",20,1,28.333238283487233,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2231,False,"{'a': 0.1, 'e': 0.10730111432922863}",30,22,15.82715936129583,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2232,False,"{'a': 0.1, 'e': 0.1071938132148994}",20,16,7.956751310689712,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2233,False,"{'a': 0.1, 'e': 0.10708661940168451}",20,15,10.570507097568283,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2234,False,"{'a': 0.1, 'e': 0.10697953278228282}",20,11,17.926511939473144,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2235,False,"{'a': 0.1, 'e': 0.10687255324950054}",30,23,11.774910746380444,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2236,False,"{'a': 0.1, 'e': 0.10676568069625104}",25,11,-16.816010787907526,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
2237,False,"{'a': 0.1, 'e': 0.10665891501555479}",25,12,20.266090093539127,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2238,False,"{'a': 0.1, 'e': 0.10655225610053923}",30,16,-18.525467298656476,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
2239,False,"{'a': 0.1, 'e': 0.10644570384443869}",20,16,6.612811567543678,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2240,False,"{'a': 0.1, 'e': 0.10633925814059425}",20,11,13.733687161114082,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2241,False,"{'a': 0.1, 'e': 0.10623291888245366}",25,17,3.9990132914131893,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2242,False,"{'a': 0.1, 'e': 0.10612668596357121}",30,14,30.886780911834478,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2243,False,"{'a': 0.1, 'e': 0.10602055927760763}",20,16,7.574285847024946,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2244,False,"{'a': 0.1, 'e': 0.10591453871833002}",25,18,16.16629367785144,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2245,False,"{'a': 0.1, 'e': 0.10580862417961169}",30,16,16.82887631975165,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2246,False,"{'a': 0.1, 'e': 0.10570281555543208}",20,8,22.960548374008145,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2247,False,"{'a': 0.1, 'e': 0.10559711273987665}",25,8,18.957631069708746,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2248,False,"{'a': 0.1, 'e': 0.10549151562713678}",30,22,18.238517954207495,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2249,False,"{'a': 0.1, 'e': 0.10538602411150964}",20,13,13.551468786997596,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2250,False,"{'a': 0.1, 'e': 0.10528063808739813}",25,13,11.690069588819789,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2251,False,"{'a': 0.1, 'e': 0.10517535744931074}",25,18,0.1728010050933897,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
2252,False,"{'a': 0.1, 'e': 0.10507018209186142}",25,17,11.993364108923968,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2253,False,"{'a': 0.1, 'e': 0.10496511190976957}",30,19,19.41321392218964,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2254,False,"{'a': 0.1, 'e': 0.1048601467978598}",20,16,8.622729612466664,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2255,False,"{'a': 0.1, 'e': 0.10475528665106193}",30,20,20.293463057855543,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2256,False,"{'a': 0.1, 'e': 0.10465053136441087}",20,16,7.358182222584958,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2257,False,"{'a': 0.1, 'e': 0.10454588083304646}",25,2,39.34829692269639,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2258,False,"{'a': 0.1, 'e': 0.10444133495221342}",20,10,17.891394615887403,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2259,False,"{'a': 0.1, 'e': 0.1043368936172612}",30,8,39.818300798611546,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2260,False,"{'a': 0.1, 'e': 0.10423255672364394}",20,5,2.0703835373769786,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
2261,False,"{'a': 0.1, 'e': 0.10412832416692029}",25,13,-2.7045296131148366,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
2262,False,"{'a': 0.1, 'e': 0.10402419584275337}",25,20,10.418105590944013,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2263,False,"{'a': 0.1, 'e': 0.10392017164691061}",25,11,10.617331385870253,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
2264,False,"{'a': 0.1, 'e': 0.1038162514752637}",20,9,-4.250765750959864,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
2265,False,"{'a': 0.1, 'e': 0.10371243522378844}",25,12,20.52465715081866,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2266,False,"{'a': 0.1, 'e': 0.10360872278856466}",25,12,30.66458786836821,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2267,False,"{'a': 0.1, 'e': 0.10350511406577609}",20,13,14.442740501177703,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2268,False,"{'a': 0.1, 'e': 0.10340160895171031}",20,5,11.370113156775709,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
2269,False,"{'a': 0.1, 'e': 0.1032982073427586}",20,14,12.331596551514096,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2270,False,"{'a': 0.1, 'e': 0.10319490913541585}",30,2,44.19930985290611,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
2271,False,"{'a': 0.1, 'e': 0.10309171422628043}",20,13,2.0059659736182587,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
2272,False,"{'a': 0.1, 'e': 0.10298862251205415}",25,10,17.686889600684967,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2273,False,"{'a': 0.1, 'e': 0.1028856338895421}",20,10,20.53999334433474,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2274,False,"{'a': 0.1, 'e': 0.10278274825565255}",20,0,0.07714911825291648,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
2275,False,"{'a': 0.1, 'e': 0.1026799655073969}",30,16,-1.943666996462467,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
2276,False,"{'a': 0.1, 'e': 0.1025772855418895}",20,11,16.303053718304305,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2277,False,"{'a': 0.1, 'e': 0.10247470825634761}",20,10,5.806228122521526,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2278,False,"{'a': 0.1, 'e': 0.10237223354809126}",30,13,30.34203975405819,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2279,False,"{'a': 0.1, 'e': 0.10226986131454317}",25,3,25.53653082606695,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
2280,False,"{'a': 0.1, 'e': 0.10216759145322862}",20,6,21.61407175867323,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2281,False,"{'a': 0.1, 'e': 0.1020654238617754}",20,16,8.860004014100602,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2282,False,"{'a': 0.1, 'e': 0.10196335843791363}",20,13,13.546289901668285,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2283,False,"{'a': 0.1, 'e': 0.10186139507947571}",20,16,8.632353465638511,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2284,False,"{'a': 0.1, 'e': 0.10175953368439623}",25,18,2.585467331552004,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
2285,False,"{'a': 0.1, 'e': 0.10165777415071184}",20,12,13.839189234117416,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2286,False,"{'a': 0.1, 'e': 0.10155611637656113}",25,15,16.38382502929869,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2287,False,"{'a': 0.1, 'e': 0.10145456026018457}",25,18,13.879573260131682,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2288,False,"{'a': 0.1, 'e': 0.10135310569992438}",20,14,10.22713957684882,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2289,False,"{'a': 0.1, 'e': 0.10125175259422446}",20,14,12.641418943358325,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2290,False,"{'a': 0.1, 'e': 0.10115050084163023}",35,23,-2.473311476097021,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
2291,False,"{'a': 0.1, 'e': 0.1010493503407886}",20,0,19.932783300388714,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2292,False,"{'a': 0.1, 'e': 0.10094830099044781}",20,16,8.487337743085337,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2293,False,"{'a': 0.1, 'e': 0.10084735268945737}",20,2,3.8484114069307855,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
2294,False,"{'a': 0.1, 'e': 0.1007465053367679}",20,13,-0.048615421965131134,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
2295,False,"{'a': 0.1, 'e': 0.10064575883143113}",20,6,22.32664818024994,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2296,False,"{'a': 0.1, 'e': 0.10054511307259971}",20,9,20.7411018309928,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2297,False,"{'a': 0.1, 'e': 0.10044456795952711}",30,19,17.33128717815807,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2298,False,"{'a': 0.1, 'e': 0.10034412339156758}",20,8,20.5521753271956,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2299,False,"{'a': 0.1, 'e': 0.10024377926817601}",30,12,36.637425507901725,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2300,False,"{'a': 0.1, 'e': 0.10014353548890784}",25,11,24.436955383893874,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2301,False,"{'a': 0.1, 'e': 0.10004339195341894}",25,12,25.979249176360604,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2302,False,"{'a': 0.1, 'e': 0.09994334856146551}",20,14,14.094479737426214,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2303,False,"{'a': 0.1, 'e': 0.09984340521290405}",20,11,-3.4408636105685506,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
2304,False,"{'a': 0.1, 'e': 0.09974356180769114}",20,8,21.62366201135624,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2305,False,"{'a': 0.1, 'e': 0.09964381824588345}",25,10,27.056282884136873,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2306,False,"{'a': 0.1, 'e': 0.09954417442763756}",20,1,36.72619967953098,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2307,False,"{'a': 0.1, 'e': 0.09944463025320993}",25,14,11.390320409351762,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2308,False,"{'a': 0.1, 'e': 0.09934518562295672}",20,13,15.505438493369294,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2309,False,"{'a': 0.1, 'e': 0.09924584043733377}",25,14,9.524122454742848,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2310,False,"{'a': 0.1, 'e': 0.09914659459689643}",20,8,23.861651876548994,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2311,False,"{'a': 0.1, 'e': 0.09904744800229953}",30,14,25.85329094742073,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2312,False,"{'a': 0.1, 'e': 0.09894840055429724}",20,5,29.843237867257308,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2313,False,"{'a': 0.1, 'e': 0.09884945215374294}",20,11,18.227923384924118,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2314,False,"{'a': 0.1, 'e': 0.0987506027015892}",35,18,32.97327831234079,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2315,False,"{'a': 0.1, 'e': 0.0986518520988876}",20,14,10.95933949178687,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2316,False,"{'a': 0.1, 'e': 0.09855320024678872}",20,8,25.364524744398047,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2317,False,"{'a': 0.1, 'e': 0.09845464704654193}",20,2,27.86502774640518,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2318,False,"{'a': 0.1, 'e': 0.09835619239949539}",20,9,8.981611552176341,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2319,False,"{'a': 0.1, 'e': 0.09825783620709588}",20,2,4.997614994674667,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
2320,False,"{'a': 0.1, 'e': 0.09815957837088879}",20,8,11.810720770873818,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2321,False,"{'a': 0.1, 'e': 0.09806141879251791}",25,20,10.201687553684925,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2322,False,"{'a': 0.1, 'e': 0.09796335737372538}",25,12,23.93285397181752,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2323,False,"{'a': 0.1, 'e': 0.09786539401635166}",20,8,12.824323531521783,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2324,False,"{'a': 0.1, 'e': 0.09776752862233531}",20,15,11.271033197368364,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2325,False,"{'a': 0.1, 'e': 0.09766976109371298}",25,2,-14.350886232496192,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
2326,False,"{'a': 0.1, 'e': 0.09757209133261927}",20,13,13.632249141571467,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2327,False,"{'a': 0.1, 'e': 0.09747451924128664}",20,13,1.6241895728461255,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
2328,False,"{'a': 0.1, 'e': 0.09737704472204535}",25,17,16.06584491487127,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2329,False,"{'a': 0.1, 'e': 0.09727966767732331}",25,13,20.99597030091381,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2330,False,"{'a': 0.1, 'e': 0.09718238800964599}",20,13,-29.57449315942351,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
2331,False,"{'a': 0.1, 'e': 0.09708520562163633}",30,16,23.226024461899275,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2332,False,"{'a': 0.1, 'e': 0.0969881204160147}",35,13,9.103944162857484,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
2333,False,"{'a': 0.1, 'e': 0.09689113229559869}",30,13,32.843809613683256,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2334,False,"{'a': 0.1, 'e': 0.0967942411633031}",20,2,4.581580770094287,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
2335,False,"{'a': 0.1, 'e': 0.09669744692213979}",25,13,14.458684442318791,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2336,False,"{'a': 0.1, 'e': 0.09660074947521764}",35,17,34.8101079075752,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2337,False,"{'a': 0.1, 'e': 0.09650414872574242}",25,8,21.667437677088703,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2338,False,"{'a': 0.1, 'e': 0.09640764457701669}",20,6,22.711026928225873,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2339,False,"{'a': 0.1, 'e': 0.09631123693243968}",25,3,36.76107178051043,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2340,False,"{'a': 0.1, 'e': 0.09621492569550723}",20,12,-11.442894239111876,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
2341,False,"{'a': 0.1, 'e': 0.09611871076981172}",35,14,38.19332010183265,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
2342,False,"{'a': 0.1, 'e': 0.09602259205904191}",25,8,-15.161732236233195,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
2343,False,"{'a': 0.1, 'e': 0.09592656946698287}",25,13,25.21024235921972,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2344,False,"{'a': 0.1, 'e': 0.09583064289751589}",20,8,21.442981366165508,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2345,False,"{'a': 0.1, 'e': 0.09573481225461837}",20,9,17.27307688796262,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2346,False,"{'a': 0.1, 'e': 0.09563907744236375}",20,11,16.647445026240703,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2347,False,"{'a': 0.1, 'e': 0.0955434383649214}",20,11,16.7895590088332,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2348,False,"{'a': 0.1, 'e': 0.09544789492655646}",20,10,19.79926196947266,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2349,False,"{'a': 0.1, 'e': 0.09535244703162991}",20,10,-26.393501558606943,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
2350,False,"{'a': 0.1, 'e': 0.09525709458459827}",25,20,7.951076172928111,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2351,False,"{'a': 0.1, 'e': 0.09516183749001368}",30,20,-1.1096762127303088,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
2352,False,"{'a': 0.1, 'e': 0.09506667565252366}",25,13,22.592825911770486,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2353,False,"{'a': 0.1, 'e': 0.09497160897687114}",30,16,24.803582125222675,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2354,False,"{'a': 0.1, 'e': 0.09487663736789427}",20,13,0.07834562348742047,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
2355,False,"{'a': 0.1, 'e': 0.09478176073052638}",20,14,10.706989563828468,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2356,False,"{'a': 0.1, 'e': 0.09468697896979585}",20,12,14.86479436241683,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2357,False,"{'a': 0.1, 'e': 0.09459229199082606}",35,13,28.25724091183346,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
2358,False,"{'a': 0.1, 'e': 0.09449769969883523}",20,11,4.461266256795296,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
2359,False,"{'a': 0.1, 'e': 0.09440320199913639}",20,13,12.31939776063743,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2360,False,"{'a': 0.1, 'e': 0.09430879879713726}",25,12,-19.196287249269215,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
2361,False,"{'a': 0.1, 'e': 0.09421448999834012}",30,13,19.225977509497426,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2362,False,"{'a': 0.1, 'e': 0.09412027550834177}",25,8,29.22257410969586,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2363,False,"{'a': 0.1, 'e': 0.09402615523283343}",30,20,6.280212674189674,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2364,False,"{'a': 0.1, 'e': 0.09393212907760061}",25,19,-0.17541578448847872,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
2365,False,"{'a': 0.1, 'e': 0.09383819694852301}",25,13,8.22583640280862,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2366,False,"{'a': 0.1, 'e': 0.09374435875157448}",25,10,26.60378884403881,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2367,False,"{'a': 0.1, 'e': 0.0936506143928229}",20,13,12.448013567565242,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2368,False,"{'a': 0.1, 'e': 0.09355696377843008}",20,11,16.294490522995407,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2369,False,"{'a': 0.1, 'e': 0.09346340681465165}",25,9,27.248845751269922,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2370,False,"{'a': 0.1, 'e': 0.093369943407837}",20,3,24.52865516209282,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2371,False,"{'a': 0.1, 'e': 0.09327657346442916}",30,23,12.470302639670185,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2372,False,"{'a': 0.1, 'e': 0.09318329689096473}",30,12,-17.25347868404621,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
2373,False,"{'a': 0.1, 'e': 0.09309011359407376}",25,11,27.493564804959963,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2374,False,"{'a': 0.1, 'e': 0.0929970234804797}",20,1,18.767268389100522,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
2375,False,"{'a': 0.1, 'e': 0.09290402645699922}",20,13,1.7505703548625162,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
2376,False,"{'a': 0.1, 'e': 0.09281112243054222}",20,9,18.625429935672244,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2377,False,"{'a': 0.1, 'e': 0.09271831130811167}",25,11,3.293124756272825,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
2378,False,"{'a': 0.1, 'e': 0.09262559299680356}",25,17,16.05109496467774,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2379,False,"{'a': 0.1, 'e': 0.09253296740380676}",20,12,16.752459160026426,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2380,False,"{'a': 0.1, 'e': 0.09244043443640296}",25,0,-1.682014989842598,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
2381,False,"{'a': 0.1, 'e': 0.09234799400196655}",20,12,7.305447344513343,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
2382,False,"{'a': 0.1, 'e': 0.09225564600796458}",35,22,23.652640776408056,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2383,False,"{'a': 0.1, 'e': 0.09216339036195662}",35,18,36.73355276271471,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2384,False,"{'a': 0.1, 'e': 0.09207122697159466}",20,16,7.444051693515783,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2385,False,"{'a': 0.1, 'e': 0.09197915574462306}",25,17,15.943062169034818,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2386,False,"{'a': 0.1, 'e': 0.09188717658887845}",25,19,10.607906576591988,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2387,False,"{'a': 0.1, 'e': 0.09179528941228957}",35,21,12.964269779492742,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2388,False,"{'a': 0.1, 'e': 0.09170349412287727}",20,13,4.9660757903969985,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
2389,False,"{'a': 0.1, 'e': 0.0916117906287544}",20,8,21.779622305106606,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2390,False,"{'a': 0.1, 'e': 0.09152017883812565}",20,13,11.625736766427107,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
